host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"blogging.im","","security@bitly.com","blogging.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"c.imedia.cz","","csirt@firma.seznam.cz","c.imedia.cz/security.txt","","","","https://keys.openpgp.org/vks/v1/by-fingerprint/FDB7C0776C9D86E7B30008739C2D1A03A9CCD7EB","cs, en, sk"
"d-k.im","","security@bitly.com","d-k.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"dimension.im","","security@mask.io","dimension.im/.well-known/security.txt","","","","","en zh,"
"enblog.doit.im","https://hackerone.com/automattic/reports/new","","enblog.doit.im/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"fcc.im","","security@bitly.com","fcc.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"goff.im","","security@bitly.com","goff.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"google.co.im","https://g.co/vulnz","security@google.com","google.co.im/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"google.im","https://g.co/vulnz","security@google.com","google.im/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"help.arena.im","https://bugcrowd.com/intercom","security@intercom.com","help.arena.im/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"mbj.im","","security@bitly.com","mbj.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"npm.im","","security@npmjs.com","npm.im/.well-known/security.txt","","https://www.npmjs.com/jobs","https://www.npmjs.com/policies/security","https://keybase.io/npmregistry/pgp_keys.asc","en"
"outv.im","","security@outv.im","outv.im/.well-known/security.txt","https://blog.outv.im/about/","","","https://outloudvi.github.io/askme/pubkey.gpg","en, zh-CN"
"pov.imv.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","pov.imv.au.dk/.well-known/security.txt","","","","",""
"prosody.im","","developers@prosody.im","prosody.im/.well-known/security.txt","","","","",""
"rorr.im","https://hackerone.com/nextcloud","","rorr.im/.well-known/security.txt","https://github.com/nextcloud/security-advisories/security/advisories https://hackerone.com/nextcloud/thanks","","https://hackerone.com/nextcloud","",""
"smm.im","","security@smartmessages.net","smm.im/.well-known/security.txt","","","","https://www.smartmessages.net/.well-known/publickey.pem",""
"t.wjd.im","https://hackerone.com/automattic/reports/new","","t.wjd.im/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"tbp.im","","security@bitly.com","tbp.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"trent.im","","security@bitly.com","trent.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
"vct.im","","security@bitly.com","vct.im/security.txt","","","","https://bitly.com/security_pgp.txt",""
