host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"aircall.io","","aircall-esf@submit.bugcrowd.com security@aircall.io","aircall.io/.well-known/security.txt","","https://aircall.io/careers/","","",""
"cnfl.io","","security@bitly.com","cnfl.io/security.txt","","","","https://bitly.com/security_pgp.txt",""
"coda.io","","security-reports@coda.io","coda.io/security.txt","","","","https://coda.io/coda-pgp-key.txt",""
"codecov.io","","security@codecov.io","codecov.io/.well-known/security.txt","","","https://codecov.io/security/","https://keybase.io/codecovsecurity/pgp_keys.asc","English, Portuguese"
"continuum.io","","will@xdlab.co","continuum.io/security.txt","","","https://www.anaconda.com/security-policy","https://www.anaconda.com/pgp-key.txt",""
"cozy.io","","security@cozycloud.cc","cozy.io/.well-known/security.txt","","","","https://cozy.io/.well-known/pgp-key.txt","en fr,"
"deepsource.io","","security@deepsource.io","deepsource.io/security.txt","https://deepsource.io/hof.txt","https://deepsource.io/jobs","https://deepsource.io/security/","https://deepsource.io/security/#responsible-disclosure","en"
"enjin.io","https://enj.in/security","","enjin.io/.well-known/security.txt","","","https://enj.in/security","","en"
"flat.io","https://hackerone.com/flat_io","security@flat.io","flat.io/.well-known/security.txt","","","","","en, fr"
"gitpod.io","https://www.gitpod.io/security","//security@gitpod.io","gitpod.io/.well-known/security.txt","https://www.gitpod.io/security/thanks","https://www.gitpod.io/careers","https://www.gitpod.io/security/report","","en,de"
"gorillas.io","","security@gorillasapp.com","gorillas.io/.well-known/security.txt","","https://apply.workable.com/gorillas/ https://gorillas.io/en/ride-with-us","","https://gorillas.io/security/pgp-key.txt","en,de,nl,fr,it,da"
"home-assistant.io","","security@home-assistant.io","home-assistant.io/.well-known/security.txt","","","https://www.home-assistant.io/security/","","en"
"intercom.io","https://bugcrowd.com/intercom","security@intercom.com","intercom.io/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"juicer.io","","security@juicer.io","juicer.io/.well-known/security.txt","","","","","en"
"lisk.io","","security@lisk.io","lisk.io/.well-known/security.txt","","https://lightcurve.io/careers","https://lisk.io/bug-bounty-program","","en"
"mender.io","","security@northern.tech","mender.io/security.txt","","https://northern.tech/careers/open-positions","https://northern.tech/security","","en"
"metamask.io","","security@metamask.io","metamask.io/.well-known/security.txt","","https://consensys.net/careers/","https://metamask.io/security","","en"
"noticeable.io","","security@noticeable.io","noticeable.io/.well-known/security.txt","","","","","en, fr"
"parity.io","","bugbounty@parity.io","parity.io/security.txt","","https://www.parity.io/jobs/","https://www.parity.io/bug-bounty/","","en"
"particle.io","","security@particle.io","particle.io/.well-known/security.txt","","https://www.particle.io/careers/#job-listings","https://www.particle.io/legal/responsible-disclosure/","https://www.particle.io/.well-known/pgp-key.txt","en"
"prisma.io","","security@prisma.io","prisma.io/.well-known/security.txt","","https://www.prisma.io/jobs","","","en"
"report-uri.io","https://twitter.com/reporturi","security@report-uri.com","report-uri.io/security.txt","","","","https://scotthelme.co.uk/contact/",""
"rokka.io","","rokka@rokka.io","rokka.io/.well-known/security.txt","","","","","de en,"
"snapcraft.io","","security-and-web@canonical.com","snapcraft.io/.well-known/security.txt","","","","","en"
"snov.io","","admin@snov.io","snov.io/security.txt","","","","",""
"snyk.io","","security@snyk.io","snyk.io/.well-known/security.txt","","https://snyk.io/jobs/","https://docs.snyk.io/more-info/disclosing-vulnerabilities/disclose-a-vulnerability-in-snyk-services","https://docs.snyk.io/more-info/disclosing-vulnerabilities/disclose-a-vulnerability-in-an-open-source-package","en, he"
"spring.io","https://spring.io/security-policy https://tanzu.vmware.com/security","security@vmware.com","spring.io/.well-known/security.txt","","","https://spring.io/security-policy","https://kb.vmware.com/s/article/1055",""
"trezor.io","","security@trezor.io","trezor.io/.well-known/security.txt","https://trezor.io/security/","","https://trezor.io/security/","https://trezor.io/security/","en"
"urlscan.io","","security@urlscan.io","urlscan.io/.well-known/security.txt","","","","","en,de"
"vertx.io","","vertx-enquiries@googlegroups.com","vertx.io/.well-known/security.txt","","","","openpgp4fpr:33F0D7AE129514007CDF67DE9F9358A769793D09",""
"wiz.io","","security@wiz.io","wiz.io/.well-known/security.txt","","https://wiz.io/careers","","https://wiz.io/.well-known/publickey.txt","en, he"
