host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"1177.se","","security@inera.se","1177.se/.well-known/security.txt","","","","","en  sv,"
"1177.se","","security@inera.se","1177.se/security.txt","","","","","en  sv,"
"aftonbladet.se","","security@aftonbladet.se","aftonbladet.se/.well-known/security.txt","","","","","en sv,"
"aklagare.se","tel:+46-10-5625000","registrator@aklagare.se","aklagare.se/.well-known/security.txt","","","","","en  sv,"
"allehanda.se","","security@bonniernews.se","allehanda.se/.well-known/security.txt","","","","","en sv,"
"almhult.se","","niclas.lindblom@almhult.se","almhult.se/security.txt","","","","","sv,en"
"alvdalen.se","","soc@sitevision.se","alvdalen.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"alvdalen.se","","soc@sitevision.se","alvdalen.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"antagning.se","","uhr.produktionssamordning@uhr.se","antagning.se/.well-known/security.txt","","","","",""
"arbetarbladet.se","","security@bonniernews.se","arbetarbladet.se/.well-known/security.txt","","","","","en sv,"
"arjang.se","","soc@sitevision.se","arjang.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"blog.self.li","https://hackerone.com/automattic/reports/new","","blog.self.li/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"bolagsverket.se","","TeamPandora@bolagsverket.se","bolagsverket.se/.well-known/security.txt","","","","","sv,en"
"boras.se","","soc@sitevision.se","boras.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"curl.haxx.se","https://hackerone.com/curl","security@curl.se","curl.haxx.se/.well-known/security.txt","https://curl.se/docs/security.html","","https://curl.se/dev/secprocess.html","","en"
"curl.se","https://hackerone.com/curl","security@curl.se","curl.se/.well-known/security.txt","https://curl.se/docs/security.html","","https://curl.se/dev/secprocess.html","","en"
"datainspektionen.se","","abuse@imy.se","datainspektionen.se/security.txt","","","","","sv"
"dn.se","","security@dn.se","dn.se/.well-known/security.txt","","","","","en sv,"
"eiscat.se","","security@eiscat.se simon.brown@eiscat.se webmaster@eiscat.se","eiscat.se/.well-known/security.txt","","","","https://www.irf.se/pgp/simon.brown","en, sv"
"eskilstuna.se","","webbredaktor@eskilstuna.se","eskilstuna.se/.well-known/security.txt","","","","","sv"
"eskilstuna.se","","webbredaktor@eskilstuna.se","eskilstuna.se/security.txt","","","","","sv"
"extra.orebro.se","","soc@sitevision.se","extra.orebro.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"extra.orebro.se","","soc@sitevision.se","extra.orebro.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"flashscore.se","","security-txt-chmmfs@livesport.eu","flashscore.se/security.txt","","","","","en"
"gd.se","","security@bonniernews.se","gd.se/.well-known/security.txt","","","","","en sv,"
"gettyimages.se","","security@gettyimages.com","gettyimages.se/.well-known/security.txt","","","","",""
"google.se","https://g.co/vulnz","security@google.com","google.se/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"goteborg.se","","it-sak-soc@intraservice.goteborg.se","goteborg.se/security.txt","","","","","en sv,"
"halmstad.se","","webmaster@halmstad.se","halmstad.se/.well-known/security.txt","","","","","sv,en"
"handelsbanken.se","","sirt@handelsbanken.se","handelsbanken.se/.well-known/security.txt","","","","https://www.handelsbanken.se/.well-known/sirt.pub","en, sv"
"haparanda.se","","soc@sitevision.se","haparanda.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"haparanda.se","","soc@sitevision.se","haparanda.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"hd.se","","security@bonniernews.se","hd.se/.well-known/security.txt","","","","","en sv,"
"hemnet.se","","security@hemnet.se","hemnet.se/.well-known/security.txt","","https://career.hemnet.se/jobs","https://www.hemnet.se/responsible-disclosure","","en sv,"
"hh.se","","webbredaktion@hh.se","hh.se/security.txt","","","","",""
"ica.se","","opsec@ica.se security@ica.se","ica.se/.well-known/security.txt","","","","","en"
"irf.se","","abuse@irf.se mats.luspa@irf.se robert.labudda@irf.se","irf.se/.well-known/security.txt","","","","https://www.irf.se/pgp/mats.luspa https://www.irf.se/pgp/robert.labudda https://www.irf.se/pgp/team/datagruppen","de en, sv,"
"jp.se","","security@bonniernews.se","jp.se/.well-known/security.txt","","","","","en sv,"
"kammarkollegiet.se","","soc@sitevision.se","kammarkollegiet.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"kammarkollegiet.se","","soc@sitevision.se","kammarkollegiet.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"karlskrona.se","","kommunikation@karlskrona.se","karlskrona.se/.well-known/security.txt","","","","",""
"ki.se","","webb@ki.se","ki.se/security.txt","","","","",""
"kiruna.se","","soc@sitevision.se","kiruna.se/.well-known/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
"kiruna.se","","soc@sitevision.se","kiruna.se/security.txt","","","","https://www.sitevision.se/security-soc-pgp","en sv,"
