host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"bsun.md","","security@bitly.com","bsun.md/security.txt","","","","https://bitly.com/security_pgp.txt",""
"changelog.md","","yoginth@hey.com","changelog.md/security.txt","","","https://changelog.md'/privacy","","en"
"google.md","https://g.co/vulnz","security@google.com","google.md/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"moodle.usm.md","https://moodle.org/security/report/","","moodle.usm.md/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"nej.md","","security@bitly.com","nej.md/security.txt","","","","https://bitly.com/security_pgp.txt",""
"readme.md","","yoginth@hey.com","readme.md/security.txt","","","https://changelog.md'/privacy","","en"
"stan.md","","security@bitly.com","stan.md/security.txt","","","","https://bitly.com/security_pgp.txt",""
"wb.md","","security@bitly.com","wb.md/security.txt","","","","https://bitly.com/security_pgp.txt",""
"your.md","","disclosure@your.md","your.md/.well-known/security.txt","","","https://www.livehealthily.com/legal/vulnerability-disclosure-policy","https://www.livehealthily.com/pgp-key.txt",""
"your.md","","disclosure@your.md","your.md/security.txt","","","https://www.livehealthily.com/legal/vulnerability-disclosure-policy","https://www.livehealthily.com/pgp-key.txt",""
