host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"aemo.com.au","","cybersecurity@aemo.com.au cybersecurity@aemo.com.au","aemo.com.au/.well-known/security.txt","","/security.txt HTTP/1.1  https://aemo.com.au/en/about/careers https://aemo.com.au/en/about/careersGET","","",""
"aemo.com.au","","cybersecurity@aemo.com.au cybersecurity@aemo.com.au","aemo.com.au/security.txt","","/.well-known/security.txt HTTP/1.1  https://aemo.com.au/en/about/careers https://aemo.com.au/en/about/careersGET","","",""
"api.autovse.kz","","security@smf.kz","api.autovse.kz/.well-known/security.txt","","","","",""
"astro.phys.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","astro.phys.au.dk/.well-known/security.txt","","","","",""
"auspost.com.au","","security@auspost.com.au","auspost.com.au/.well-known/security.txt","https://auspost.com.au/about-us/about-our-site/responsible-disclosure","https://auspost.com.au/jobs","https://auspost.com.au/about-us/about-our-site/responsible-disclosure","https://auspost.com.au/.well-known/pgp-key.txt","en"
"australia.gov.au","","ausgov@dta.gov.au Preferred-Languages: en","australia.gov.au/.well-known/security.txt","","","","",""
"betterhealth.vic.gov.au","","sdp.security@dpc.vic.gov.au","betterhealth.vic.gov.au/.well-known/security.txt","","","","",""
"channellife.com.au","","info@techday.com","channellife.com.au/.well-known/security.txt","","","","","en"
"channellife.com.au","","info@techday.com","channellife.com.au/security.txt","","","","","en"
"commbank.com.au","","vulnerability@cba.com.au","commbank.com.au/.well-known/security.txt","","https://www.commbank.com.au/about-us/careers.html","https://www.commbank.com.au/support/security/responsible-disclosure-program.html","https://www.commbank.com.au/support/security/rd-pgp-key.asc","en"
"commsec.com.au","","vulnerability@cba.com.au","commsec.com.au/.well-known/security.txt","","https://www.commbank.com.au/about-us/careers.html","https://www.commbank.com.au/support/security/responsible-disclosure-program.html","https://www.commbank.com.au/support/security/rd-pgp-key.asc","en"
"coronavirus.vic.gov.au","","sdp.security@dpc.vic.gov.au","coronavirus.vic.gov.au/.well-known/security.txt","","","","",""
"covidsafe.gov.au","","security@covidsafe.gov.au","covidsafe.gov.au/.well-known/security.txt","","","","https://www.covidsafe.gov.au/.well-known/pgp-key.txt",""
"covidsafe.gov.au","","security@covidsafe.gov.au","covidsafe.gov.au/security.txt","","","","https://www.covidsafe.gov.au/.well-known/pgp-key.txt",""
"cs.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","cs.au.dk/.well-known/security.txt","","","","",""
"daimi.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","daimi.au.dk/.well-known/security.txt","","","","",""
"dca.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","dca.au.dk/.well-known/security.txt","","","","",""
"eng.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","eng.au.dk/.well-known/security.txt","","","","",""
"environment.sa.gov.au","","user@example.com","environment.sa.gov.au/security.txt","","","https://www.environment.sa.gov.au/security-policy","https://www.environment.sa.gov.au/pgp-key.txt",""
"expedia.com.au","","RespDisc@expedia.com","expedia.com.au/.well-known/security.txt","","/security.txt HTTP/1.1  https://lifeatexpedia.com/ https://lifeatexpedia.com/GET","https://www.expediagroup.com/about/privacy-data-handling-requirements/","",""
"expedia.com.au","","RespDisc@expedia.com","expedia.com.au/security.txt","","/.well-known/security.txt HTTP/1.1  https://lifeatexpedia.com/ https://lifeatexpedia.com/GET","https://www.expediagroup.com/about/privacy-data-handling-requirements/","",""
"finder.com.au","https://www.finder.com.au/vulnerability-disclosure-policy","","finder.com.au/security.txt","","","https://www.finder.com.au/vulnerability-disclosure-policy","","en"
"fishpond.com.au","https://openbugbounty.org/bugbounty/KelvinLomberg/","","fishpond.com.au/.well-known/security.txt","","","","",""
"gettyimages.com.au","","security@gettyimages.com","gettyimages.com.au/.well-known/security.txt","","","","",""
"gettyimages.com.au","","security@gettyimages.com","gettyimages.com.au/security.txt","","","","",""
"google.com.au","https://g.co/vulnz","security@google.com","google.com.au/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"health.vic.gov.au","","sdp.security@dpc.vic.gov.au","health.vic.gov.au/.well-known/security.txt","","","","",""
"healthengine.com.au","","security@healthengine.com.au","healthengine.com.au/security.txt","","","","https://healthengine.com.au/pgp-key.txt",""
"international.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","international.au.dk/.well-known/security.txt","","","","",""
"itbrief.com.au","","info@techday.com","itbrief.com.au/.well-known/security.txt","","","","","en"
"itbrief.com.au","","info@techday.com","itbrief.com.au/security.txt","","","","","en"
"legislation.vic.gov.au","","sdp.security@dpc.vic.gov.au","legislation.vic.gov.au/.well-known/security.txt","","","","",""
"madalgo.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","madalgo.au.dk/.well-known/security.txt","","","","",""
"mortgagechoice.com.au","","security-vulnerability@rea-group.com","mortgagechoice.com.au/.well-known/security.txt","https://www.rea-group.com/about-us/news-and-insights/blog/responsible-vulnerability-disclosure-program-hall-of-fame/","https://www.rea-group.com/careers/jobs/","https://www.rea-group.com/security","https://keybase.io/reagroupsecurity/pgp_keys.asc?fingerprint=6250f27bd9873cffe9ebd2b465970ddeaf178a3b","en"
"newcastle.edu.au","","IT-Security@newcastle.edu.au","newcastle.edu.au/security.txt","","https://www.newcastle.edu.au/our-uni/jobs","","",""
"nrma.com.au","","cybersecurity@iag.com.au","nrma.com.au/.well-known/security.txt","","  & https://careers.iag.co.nz/ https://careers.iag.com.au/","No bounties currently offered  paid","","EN"
"ozbargain.com.au","https://www.ozbargain.com.au/contact","contact@ozbargain.com.au","ozbargain.com.au/.well-known/security.txt","","","","",""
"phys.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","phys.au.dk/.well-known/security.txt","","","","",""
"police.vic.gov.au","","sdp.security@dpc.vic.gov.au","police.vic.gov.au/.well-known/security.txt","","","","",""
"pov.imv.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","pov.imv.au.dk/.well-known/security.txt","","","","",""
"premier.vic.gov.au","","sdp.security@dpc.vic.gov.au","premier.vic.gov.au/.well-known/security.txt","","","","",""
"punters.com.au","","security@punters.com.au","punters.com.au/.well-known/security.txt","","","","https://keybase.io/punters/pgp_keys.asc","en"
"pure.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","pure.au.dk/.well-known/security.txt","","","","",""
"rba.gov.au","","cybersecurity@rba.gov.au","rba.gov.au/.well-known/security.txt","","https://careers.rba.gov.au","","https://rba.gov.au/.well-known/pgp-key.txt","en"
"realestate.com.au","","security-vulnerability@rea-group.com","realestate.com.au/security.txt","https://www.rea-group.com/about-us/news-and-insights/blog/responsible-vulnerability-disclosure-program-hall-of-fame/","https://www.rea-group.com/careers/jobs/","https://www.rea-group.com/security","https://keybase.io/reagroupsecurity/pgp_keys.asc?fingerprint=6250f27bd9873cffe9ebd2b465970ddeaf178a3b","en"
"samba.anu.edu.au","","security@samba.org","samba.anu.edu.au/.well-known/security.txt","","","","https://download.samba.org/pub/samba/samba-pubkey.asc",""
"ssw.com.au","","<see above>","ssw.com.au/.well-known/security.txt","","","","",""
"studiemetro.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","studiemetro.au.dk/.well-known/security.txt","","","","",""
"unimelb.edu.au","","it-security@unimelb.edu.au","unimelb.edu.au/.well-known/security.txt","","","https://policy.unimelb.edu.au/MPF1270 https://www.unimelb.edu.au/cybersecurity/report/vdp","https://unimelb.edu.au/cybersecurity/pgp-key.txt",""
"users-cs.au.dk","https://twitter.com/aarhusunicyber","security@au.dk","users-cs.au.dk/.well-known/security.txt","","","","",""
"vic.gov.au","","sdp.security@dpc.vic.gov.au","vic.gov.au/.well-known/security.txt","","","","",""
"wilderness.org.au","","nerds@carterdigital.com.au","wilderness.org.au/security.txt","","","https://www.wilderness.org.au/security-policy","https://www.wilderness.org.au/pgp-key.txt",""
"www2.health.vic.gov.au","","sdp.security@dpc.vic.gov.au","www2.health.vic.gov.au/.well-known/security.txt","","","","",""
