host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"agentschaptelecom.nl","","cert@ncsc.nl","agentschaptelecom.nl/.well-known/security.txt","","","https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd https://www.ncsc.nl/contact/kwetsbaarheid-melden","","en nl,"
"architectenweb.nl","﻿https://architectenweb.nl/algemeen/security.aspx","tech@architectenweb.nl","architectenweb.nl/security.txt","","","  https://architectenweb.nl/algemeen/security.aspx","","en, nl"
"atletiekunie.nl","","hosting+security@tde.nl","atletiekunie.nl/security.txt","","","https://www.tde.nl/security-policy/","https://www.tde.nl/pgp-key.txt","en, nl"
"avo-magazine.nl","","webmaster@avo-magazine.nl","avo-magazine.nl/security.txt","","","","",""
"belastingdienst.nl","","soc@belastingdienst.nl","belastingdienst.nl/.well-known/security.txt","https://www.belastingdienst.nl/wps/wcm/connect/bldcontenten/standaard_functies/individuals/contact/data-leak-vulnerability-abuse-computer-systems/hall-of-fame-cvd","","https://www.belastingdienst.nl/wps/wcm/connect/bldcontenten/standaard_functies/individuals/contact/data-leak-vulnerability-abuse-computer-systems","https://download.belastingdienst.nl/security/pgpkeys/soc-belastingdienst-2022.asc","en,nl"
"buckaroo.nl","","security@buckaroo.nl","buckaroo.nl/security.txt","","","/security.txt HTTP/1.1  https://www.buckaroo.nl/veiligheid https://www.buckaroo.nl/veiligheidGET","  https://www.buckaroo.nl/media/2905/pub_key.txt",""
"cannabisbureau.nl","","cert@ncsc.nl","cannabisbureau.nl/.well-known/security.txt","","","https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd https://www.ncsc.nl/contact/kwetsbaarheid-melden","","en nl,"
"chalet-villa-te-koop.nl","","tech@webador.com","chalet-villa-te-koop.nl/.well-known/security.txt","","https://www.webador.com/jobs","","","en, nl"
"coronacheck.nl","","security@coronacheck.nl","coronacheck.nl/.well-known/security.txt","","","https://coronacheck.nl/en/kwetsbaarheid-melden https://coronacheck.nl/nl/kwetsbaarheid-melden","","en nl,"
"coronamelder.nl","","security@coronamelder.nl","coronamelder.nl/.well-known/security.txt","","","https://coronamelder.nl/en/kwetsbaarheid-melden https://coronamelder.nl/nl/kwetsbaarheid-melden","","en nl,"
"crisp.nl","","tech.security@crisp.nl","crisp.nl/.well-known/security.txt","","","","",""
"cultureelerfgoed.nl","","cert@ncsc.nl","cultureelerfgoed.nl/security.txt","","","https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd https://www.ncsc.nl/contact/kwetsbaarheid-melden","","en nl,"
"decorrespondent.nl","https://keybase.io/lodeclaassen","(no pgp) security@decorrespondent.nl","decorrespondent.nl/.well-known/security.txt","","https://decorrespondent.nl/vacatures","","",""
"defensie.nl","","cert@ncsc.nl","defensie.nl/security.txt","","","https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd https://www.ncsc.nl/contact/kwetsbaarheid-melden","","en nl,"
"dutchrapporteur.nl","","cert@ncsc.nl","dutchrapporteur.nl/security.txt","","","https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd https://www.ncsc.nl/contact/kwetsbaarheid-melden","","en nl,"
"en.internet.nl","https://internet.nl/disclosure/","","en.internet.nl/.well-known/security.txt","","","https://internet.nl/disclosure/","https://internet.nl/disclosure/",""
