host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"acas.org.uk","https://www.bigbluedoor.net/contact","security@bigbluedoor.net","acas.org.uk/.well-known/security.txt","","","https://github.com/ukncsc/Vulnerability-Disclosure/blob/master/UK-Government-Vulnerability-Disclosure-Policy.md","",""
"alcoholchange.org.uk","","developer@electricputty.co.uk","alcoholchange.org.uk/security.txt","","","https://alcoholchange.org.uk/security-policy","https://alcoholchange.org.uk/pgp-key.txt",""
"amazon.co.uk","https://hackerone.com/amazonvrp/reports/new","","amazon.co.uk/.well-known/security.txt","","https://www.amazon.jobs/en/teams/infosec","https://hackerone.com/amazonvrp","",""
"anglianwater.co.uk","","cybersecurity@anglianwater.co.uk","anglianwater.co.uk/.well-known/security.txt","","","","",""
"bbc.co.uk","","security@bbc.co.uk","bbc.co.uk/security.txt","","https://careerssearch.bbc.co.uk/jobs/search","https://www.bbc.com/backstage/security-disclosure-policy/","",""
"brunel.ac.uk","﻿https://www.brunel.ac.uk/about/administration/vulnerability-reporting","","brunel.ac.uk/.well-known/security.txt","","","https://www.brunel.ac.uk/about/administration/vulnerability-reporting","",""
"citywire.co.uk","","security@citywire.co.uk","citywire.co.uk/.well-known/security.txt","","","http://citywire.co.uk/legal/privacy.aspx","https://citywire.co.uk/.well-known/pgp-key.txt",""
"computingatschool.org.uk","","infosecurity@bcs.uk","computingatschool.org.uk/.well-known/security.txt","","","https://www.bcs.org/contact-us/vulnerability-disclosure-policy/","",""
"coop.co.uk","","information.security@coop.co.uk","coop.co.uk/.well-known/security.txt","","","","",""
"cps.gov.uk","https://www.civicuk.com/contact","","cps.gov.uk/.well-known/security.txt","","","","",""
"cultbeauty.co.uk","https://www.thg.com/security-issues/","","cultbeauty.co.uk/security.txt","","","","",""
"designcouncil.org.uk","","security@liquidlight.co.uk","designcouncil.org.uk/security.txt","","","","https://www.liquidlight.co.uk/downloads/pgp/security.asc",""
"dft.gov.uk","https://hackerone.com/44c348eb-e030-4273-b445-d4a2f6f83ba8/embedded_submissions/new https://www.gov.uk/contact/govuk","","dft.gov.uk/security.txt","https://vdp.cabinetoffice.gov.uk/thanks.txt","https://www.civilservicejobs.service.gov.uk/","https://www.gov.uk/help/report-vulnerability","",""
"food.gov.uk","https://www.food.gov.uk/vulnerability-disclosure-policy","","food.gov.uk/.well-known/security.txt","","","https://www.food.gov.uk/vulnerability-disclosure-policy","",""
"gettyimages.co.uk","","security@gettyimages.com","gettyimages.co.uk/security.txt","","","","",""
"glamourmagazine.co.uk","","cndtriage@condenast.co.uk","glamourmagazine.co.uk/.well-known/security.txt","","https://condenastuk.avature.net/careers/SearchJobs","","",""
"google.co.uk","https://g.co/vulnz","security@google.com","google.co.uk/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"gov.uk","https://hackerone.com/44c348eb-e030-4273-b445-d4a2f6f83ba8/embedded_submissions/new https://www.gov.uk/contact/govuk","","gov.uk/.well-known/security.txt","https://vdp.cabinetoffice.gov.uk/thanks.txt","https://www.civilservicejobs.service.gov.uk/","https://www.gov.uk/help/report-vulnerability","",""
"guardian.co.uk","","appsec@theguardian.com","guardian.co.uk/.well-known/security.txt","","https://workforus.theguardian.com/index.php/search-jobs-and-apply/?search_paths%5B%5D=&query=information+security&submit=Search+Jobs","","https://www.theguardian.com/pgp/PublicKeys/Guardian%20Application-Security.pub.txt",""
