host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"cert.at","","team@cert.at","cert.at/.well-known/security.txt","","https://cert.at/de/ueber-uns/jobs/ https://www.nic.at/de/jobs","https://cert.at/de/ueber-uns/rfc2350/","https://cert.at/media/files/about/rfc2350/files/pgpkeys.asc","de,en"
"cert.at","","team@cert.at","cert.at/security.txt","","https://cert.at/de/ueber-uns/jobs/ https://www.nic.at/de/jobs","https://cert.at/de/ueber-uns/rfc2350/","https://cert.at/media/files/about/rfc2350/files/pgpkeys.asc","de,en"
"esterhazy.at","","dev@getdesigned.at","esterhazy.at/security.txt","","","https://esterhazy.at/security-policy","https://esterhazy.at/pgp-key.txt",""
"fhv.at","","sysadmins@fhv.at","fhv.at/security.txt","","","","https://pgp.mit.edu/pks/lookup?search=sysadmins%40fhv.at",""
"fk-austria.at","","user@example.com","fk-austria.at/security.txt","","","https://fk-austria.at/security-policy","https://fk-austria.at/pgp-key.txt",""
"geschichtewiki.wien.gv.at","+43-1-4000-71112 https://www.wien.gv.at/english/administration/ict/cert.html","cert@wien.gv.at","geschichtewiki.wien.gv.at/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"gettyimages.at","","security@gettyimages.com","gettyimages.at/.well-known/security.txt","","","","",""
"gettyimages.at","","security@gettyimages.com","gettyimages.at/security.txt","","","","",""
"google.at","https://g.co/vulnz","security@google.com","google.at/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"industriemagazin.at","","user@example.com","industriemagazin.at/security.txt","","","https://industriemagazin.at/security-policy","https://industriemagazin.at/pgp-key.txt",""
"karl-voit.at","http://karl-voit.at/about/","","karl-voit.at/security.txt","","","","BE1E D950 ECEC Karl Primary Voit fingerprint: key pub 5AAD 8A61 98EF 772D 1388 2014-04-09 4096R/8A614641 4641 7919",""
"karriere.at","","security@karriere.at","karriere.at/.well-known/security.txt","","","","",""
"oebv.at","","user@example.com","oebv.at/security.txt","","","https://www.oebv.at/security-policy","https://www.oebv.at/pgp-key.txt",""
"preisjaeger.at","","security@preisjaeger.at","preisjaeger.at/.well-known/security.txt","","","","","en"
"smartcity.wien.gv.at","+43-1-4000-71112 https://www.wien.gv.at/english/administration/ict/cert.html","cert@wien.gv.at","smartcity.wien.gv.at/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"tirol.gv.at","https://www.dvt.at/services/servicedesk/ tel:+43-512-508-3399","security@tirol.gv.at","tirol.gv.at/security.txt","","","","","de, en"
"tugraz.at","phone:+43-316-873/7000","cert@tugraz.at","tugraz.at/.well-known/security.txt","","","","https://security.tugraz.at/cert.pem","de, en"
"u2u5.wien.gv.at","+43-1-4000-71112 https://www.wien.gv.at/english/administration/ict/cert.html","cert@wien.gv.at","u2u5.wien.gv.at/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"wien.at","+43-1-4000-71112  https://digitales.wien.gv.at/en/wiencert/","cert@wien.gv.at","wien.at/.well-known/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"wien.at","+43-1-4000-71112  https://digitales.wien.gv.at/en/wiencert/","cert@wien.gv.at","wien.at/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"wien.gv.at","+43-1-4000-71112  https://digitales.wien.gv.at/en/wiencert/","cert@wien.gv.at","wien.gv.at/.well-known/security.txt","","","","https://wiencert.at/asc/pgpkeys.asc",""
"willhaben.at","","security@willhaben.at","willhaben.at/.well-known/security.txt","","https://jobsbei.willhaben.at","","","de en,"
