host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"amp.eitb.eus","","teknologia_soporte@eitb.eus","amp.eitb.eus/security.txt","https://www.eitb.eus/hall-of-fame.html","https://www.eitb.eus/eu/eitb-taldea/lan-poltsa/","","https://www.eitb.eus/pgp-tek.txt",""
"eca.europa.eu","","abuse@eca.europa.eu","eca.europa.eu/security.txt","https://www.eca.europa.eu/en/Pages/ContactForm.aspx","","","https://keyserver.pgp.com/vkd/DownloadKey.event?keyid=0xBB4B966833E2D91E","en, fr"
"ecb.eu","","it_responsible_disclosure@ecb.europa.eu","ecb.eu/.well-known/security.txt","","","https://www.ecb.europa.eu/services/responsible-disclosure/html/index.en.html","https://www.ecb.europa.eu/ecb_it_responsible_disclosure-pgp-key.txt","en"
"eitb.eus","","teknologia_soporte@eitb.eus","eitb.eus/.well-known/security.txt","https://www.eitb.eus/hall-of-fame.html","https://www.eitb.eus/eu/eitb-taldea/lan-poltsa/","","https://www.eitb.eus/pgp-tek.txt",""
"erasmusapp.eu","","sysadm@eworx.gr","erasmusapp.eu/.well-known/security.txt","","","","","en"
"eu-nomen.eu","","abuse@vliz.be","eu-nomen.eu/.well-known/security.txt","","","","",""
"eusorhet.eu","https://twitter.com/aarhusunicyber","security@au.dk","eusorhet.eu/.well-known/security.txt","","","","",""
"fau.eu","https://www.rrze.fau.de/infocenter/kontakt-hilfe/sicherheitsvorfaelle/ https://www.rrze.fau.de/infocenter/kontakt-hilfe/sicherheitsvorfaelle/abuse/","","fau.eu/.well-known/security.txt","","","","https://www.rrze.fau.de/files/2017/06/abuse-fau.crt","de, en, es, fr"
"intereconomics.eu","","support.zbw@feldwaldwiese.de","intereconomics.eu/.well-known/security.txt","","","","",""
"iserv.eu","","security@iserv.de","iserv.eu/.well-known/security.txt","","https://iserv.de/jobs","","","de, en"
"leizaureuskaltegia.eus","https://moodle.org/security/report/","","leizaureuskaltegia.eus/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"leocare.eu","","security-external-reports@leocare.fr","leocare.eu/security.txt","https://leocare.eu/bug-bounty/security-hall-of-fame/","","https://leocare.eu/bug-bounty/","https://leocare.eu/security-pgp-public-key-for-researchers.txt","en,fr"
"mconverter.eu","https://docs.google.com/forms/d/e/1FAIpQLSed6sTsf9AlOShnIp8YUeDaf44O543hhR_eTfa4juviUqAYYA/viewform?usp=pp_url&entry.779187986=security-txt","support@mconverter.eu","mconverter.eu/.well-known/security.txt","","","","","bg en,"
"nickel.eu","[at] csirt nickel.eu","","nickel.eu/.well-known/security.txt","","https://nickel.eu/fr/recrutement","","",""
"october.eu","","security@october.eu","october.eu/security.txt","","https://october.eu/careers/","https://october.eu/security/","","en, fr"
"pretix.eu","","security@pretix.eu","pretix.eu/.well-known/security.txt","https://pretix.eu/about/de/security https://pretix.eu/about/en/security","","https://pretix.eu/about/de/security https://pretix.eu/about/en/security","https://pretix.eu/.well-known/security@pretix.eu.asc","de,en"
"shop.berner.eu","","security@berner-group.com","shop.berner.eu/.well-known/security.txt","","","","",""
"sparta.eu","","security@sparta.eu","sparta.eu/.well-known/security.txt","","","","",""
"victoriaeugenia.eus","","sistemas@adimedia.net","victoriaeugenia.eus/.well-known/security.txt","","","","",""
