host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"albertonrecord.co.za","","noc@rsaweb.net","albertonrecord.co.za/.well-known/security.txt","","","","",""
"albertonrecord.co.za","","noc@rsaweb.net","albertonrecord.co.za/.well-known/security.txt","","","","",""
"anvilproperty.co.za","","laurence@anvilproperty.co.za","anvilproperty.co.za/.well-known/security.txt","","","","",""
"barbertontimes.co.za","","noc@rsaweb.net","barbertontimes.co.za/.well-known/security.txt","","","","",""
"barbertontimes.co.za","","noc@rsaweb.net","barbertontimes.co.za/.well-known/security.txt","","","","",""
"benonicitytimes.co.za","","noc@rsaweb.net","benonicitytimes.co.za/.well-known/security.txt","","","","",""
"benonicitytimes.co.za","","noc@rsaweb.net","benonicitytimes.co.za/.well-known/security.txt","","","","",""
"bereamail.co.za","","noc@rsaweb.net","bereamail.co.za/.well-known/security.txt","","","","",""
"bereamail.co.za","","noc@rsaweb.net","bereamail.co.za/.well-known/security.txt","","","","",""
"bidorbuy.co.za","","tech+vulnerability@bidorbuy.co.za","bidorbuy.co.za/.well-known/security.txt","","jobs@bidorbuy.co.za","https://www.bidorbuy.co.za/help/6743/Vulnerability_Disclosure","https://www.bidorbuy.co.za/bidorbuy-gpg-public-key.asc",""
"bidorbuy.co.za","","tech+vulnerability@bidorbuy.co.za","bidorbuy.co.za/security.txt","","jobs@bidorbuy.co.za","https://www.bidorbuy.co.za/help/6743/Vulnerability_Disclosure","https://www.bidorbuy.co.za/bidorbuy-gpg-public-key.asc",""
"bidorbuy.co.za","","tech+vulnerability@bidorbuy.co.za","bidorbuy.co.za/security.txt","","jobs@bidorbuy.co.za","https://www.bidorbuy.co.za/help/6743/Vulnerability_Disclosure","https://www.bidorbuy.co.za/bidorbuy-gpg-public-key.asc",""
"bmw.co.za","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.co.za/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.co.za","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.co.za/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/.well-known/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.co.za","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.co.za/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/.well-known/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"builders.co.za","https://corporate.walmart.com/article/responsible-disclosure-policy","","builders.co.za/.well-known/security.txt","","","https://www.massmart.co.za/policy-and-guidelines/","","en"
"builders.co.za","https://corporate.walmart.com/article/responsible-disclosure-policy","","builders.co.za/.well-known/security.txt","","","https://www.massmart.co.za/policy-and-guidelines/","","en"
"canon.co.za","","Product-Security@canon-europe.com","canon.co.za/.well-known/security.txt","","","https://www.canon-europe.com/support/vulnerability-disclosure-policy/","","en"
"canon.co.za","","appsec@canon-europe.com","canon.co.za/.well-known/security.txt","","","https://www.canon-europe.com/support/vulnerability-disclosure-policy/","","en"
"citybuzz.co.za","","noc@rsaweb.net","citybuzz.co.za/.well-known/security.txt","","","","",""
