host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"bmw.gr","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.gr/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.gr","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.gr/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/.well-known/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"elearn.ellak.gr","https://moodle.org/security/report/","","elearn.ellak.gr/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"fbrk.gr","https://hackerone.com/automattic/reports/new","","fbrk.gr/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"flashscore.gr","","security-txt-chmmfs@livesport.eu","flashscore.gr/security.txt","","","","","en"
"flashscore.gr","","security-txt-sdflja@livesport.eu","flashscore.gr/security.txt","","","","","en"
"glami.gr","https://openbugbounty.org/bugbounty/GlamiBackstage/","devel@glami.cz","glami.gr/security.txt","","","","","cs, en"
"go.greenbox.tw","","security@bitly.com","go.greenbox.tw/security.txt","","","","https://bitly.com/security_pgp.txt",""
"gocar.gr","","","gocar.gr/security.txt","","","","",""
"google.gr","https://g.co/vulnz","security@google.com","google.gr/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"inventoraircondition.gr","[at] [dot] ac inventor security","","inventoraircondition.gr/.well-known/security.txt","","","","",""
"jungheinrich.gr","","security@jungheinrich.com","jungheinrich.gr/.well-known/security.txt","","","","","de, en, es"
"members.greens.org.nz","tel:+6448015102","security@greens.org.nz","members.greens.org.nz/.well-known/security.txt","","","","https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x03747eac603e57e63f48777f50e00e8b1012a1aa",""
"notes.gross.is","https://hackerone.com/automattic/reports/new","","notes.gross.is/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"pamediakopes.gr","","/.well-known/security.txt HTTP/1.1  security@etraveligroup.com security@etraveligroup.comGET","pamediakopes.gr/security.txt","","","","",""
"pamediakopes.gr","","/security.txt HTTP/1.1  security@etraveligroup.com security@etraveligroup.comGET","pamediakopes.gr/.well-known/security.txt","","","","",""
"papaki.gr","","security@enartia.com","papaki.gr/.well-known/security.txt","","","","","en,el"
"presse.groupeadp.fr","","vulns@epresspack.com","presse.groupeadp.fr/.well-known/security.txt","","","https://www.epresspack.com/vulns-reporting-policy.txt","",""
"stoiximan.gr","","security@kaizengaming.com","stoiximan.gr/.well-known/security.txt","","","","",""
"stoiximan.gr","","security@kaizengaming.com","stoiximan.gr/security.txt","","","","",""
"tube.grin.hu","https://github.com/Chocobozzz/PeerTube/blob/develop/SECURITY.md","/security.txt HTTP/1.1  grin@drop.grin.hu  grin@drop.grin.huGET","tube.grin.hu/.well-known/security.txt","","","","",""
"tube.grin.hu","https://github.com/Chocobozzz/PeerTube/blob/develop/SECURITY.md","grin@drop.grin.hu grin@drop.grin.hu","tube.grin.hu/security.txt","","","","",""
"vnpr.gr","","security@bitly.com","vnpr.gr/security.txt","","","","https://bitly.com/security_pgp.txt",""
