host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"buypass.no","","sqm@buypass.no","buypass.no/.well-known/security.txt","","","","","en no, se,"
"digipost.no","","sikkerhet@digipost.no","digipost.no/.well-known/security.txt","","","","https://www.digipost.no/dokumenter/sikkerhet/digipost.pub.asc","en no,"
"dnb.no","","irt@dnb.no","dnb.no/.well-known/security.txt","","","","",""
"doc.ez.no","https://doc.ibexa.co/en/latest/guide/reporting_issues/","security@ibexa.co","doc.ez.no/.well-known/security.txt","","","https://www.ibexa.co/software-information/security","","/security.txt HTTP/1.1  de deGET en, no,"
"doc.ez.no","https://doc.ibexa.co/en/latest/guide/reporting_issues/","security@ibexa.co","doc.ez.no/security.txt","","","https://www.ibexa.co/software-information/security","","/.well-known/security.txt HTTP/1.1  de deGET en, no,"
"en-tur.no","","security@entur.org","en-tur.no/.well-known/security.txt","","","","","en, no"
"essens.no","","user@example.com","essens.no/security.txt","","","https://kobler.no/security-policy","https://kobler.no/pgp-key.txt",""
"ez.no","https://doc.ibexa.co/en/latest/guide/reporting_issues/","security@ibexa.co","ez.no/.well-known/security.txt","","","https://www.ibexa.co/software-information/security","","/security.txt HTTP/1.1  de deGET en, no,"
"fineart.no","","security@vendo.no","fineart.no/.well-known/security.txt","","","","",""
"finn.no","","responsible-disclosure@finn.no","finn.no/.well-known/security.txt","https://www.finn.no/security-hall-of-fame.txt","","https://www.finn.no/responsible-disclosure-policy.txt","","en, nb-NO"
"geodata.no","","netlifeadmin+nils@netliferesearch.com","geodata.no/security.txt","","","https://geodata.no/security-policy","https://geodata.no/pgp-key.txt",""
"gettyimages.no","","security@gettyimages.com","gettyimages.no/.well-known/security.txt","","","","",""
"gettyimages.no","","security@gettyimages.com","gettyimages.no/security.txt","","","","",""
"google.no","https://g.co/vulnz","security@google.com","google.no/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"hok.no","","user@example.com","hok.no/security.txt","","","/security-policy","/pgp-key.txt",""
"human.no","","drift@netlife.com","human.no/security.txt","","","https://www.human.no/security-policy","https://www.human.no/pgp-key.txt",""
"kolonial.no","","security@oda.com","kolonial.no/.well-known/security.txt","","https://careers.oda.com/","","","en, no"
"kolumbus.no","","devops@getadigital.com security@getadigital.com","kolumbus.no/.well-known/security.txt","","","","",""
"ksat.no","","securitytxt@kongsberg.com","ksat.no/.well-known/security.txt","","","","",""
"legemiddelverket.no","","security@nhn.no","legemiddelverket.no/.well-known/security.txt","","","","",""
"nasjonalparkstyre.no","","developers@tibe.no","nasjonalparkstyre.no/security.txt","","","https://www.nasjonalparkstyre.no/security-policy","https://www.nasjonalparkstyre.no/pgp-key.txt",""
"nav.no","","soc@nav.no","nav.no/.well-known/security.txt","","","","","en  no,"
"nbim.no","","privacy@nbim.no responsibledisclosure@nbim.no","nbim.no/security.txt","","","https://www.nbim.no/en/responsible-disclosure-policy/","","en, no"
