host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"al.st","","security@bitly.com","al.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"api.stream.cz","","csirt@firma.seznam.cz","api.stream.cz/.well-known/security.txt","","","","https://keys.openpgp.org/vks/v1/by-fingerprint/FDB7C0776C9D86E7B30008739C2D1A03A9CCD7EB","cs, en, sk"
"api.stream.cz","","csirt@firma.seznam.cz","api.stream.cz/security.txt","","","","https://keys.openpgp.org/vks/v1/by-fingerprint/FDB7C0776C9D86E7B30008739C2D1A03A9CCD7EB","cs, en, sk"
"ava.st","","security@bitly.com","ava.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"bizboo.st","","security@bitly.com","bizboo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"blog.st.nu","","security@bonniernews.se","blog.st.nu/.well-known/security.txt","","","","","en sv,"
"bo.st","","security@bitly.com","bo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"boi.st","","security@bitly.com","boi.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"bride.st","","security@bitly.com","bride.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"comca.st","","security@bitly.com","comca.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"disciplinas.stoa.usp.br","https://moodle.org/security/report/","","disciplinas.stoa.usp.br/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"dpo.st","","security@bitly.com","dpo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"dvp.st","","security@bitly.com","dvp.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"econ.st","","security@bitly.com","econ.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"google.st","https://g.co/vulnz","security@google.com","google.st/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"grb.st","","security@bitly.com","grb.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"hckrn.st","","security@bitly.com","hckrn.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"indy.st","","security@bitly.com","indy.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"innermo.st","","security@bitly.com","innermo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"kck.st","","security@bitly.com","kck.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"m.statistiques.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","m.statistiques.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"natpo.st","","security@bitly.com","natpo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"nttr.st","","security@bitly.com","nttr.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"nyp.st","","security@bitly.com","nyp.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"okla.st","","security@bitly.com","okla.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"play.st","","security@bitly.com","play.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"qc.st","","security@bitly.com","qc.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"refore.st","","security@bitly.com","refore.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"rol.st","","security@bitly.com","rol.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"spangagymnasium.stockholm.se","","security@stockholm.se","spangagymnasium.stockholm.se/security.txt","","","","","sv"
"sync.st","","security@bitly.com","sync.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"thrl.st","","security@bitly.com","thrl.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"tkpo.st","","security@bitly.com","tkpo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"wapo.st","","security@bitly.com","wapo.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"washin.st","","security@bitly.com","washin.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
"wi.st","","security@bitly.com","wi.st/security.txt","","","","https://bitly.com/security_pgp.txt",""
