host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"cjv.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","cjv.muni.cz/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","cs, en, sk"
"crp.kypo.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","crp.kypo.muni.cz/.well-known/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/security.txt HTTP/1.1  cs, en, sk skGET"
"crp.kypo.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","crp.kypo.muni.cz/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/.well-known/security.txt HTTP/1.1  cs, en, sk skGET"
"fi.muni.cz","","abuse@fi.muni.cz","fi.muni.cz/.well-known/security.txt","","","","",""
"fiskidagur.muna.is","","webmaster@stefna.is","fiskidagur.muna.is/.well-known/security.txt","","","","",""
"gamu.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","gamu.muni.cz/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/.well-known/security.txt HTTP/1.1  cs, en, sk skGET"
"google.mu","https://g.co/vulnz","security@google.com","google.mu/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"ics.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","ics.muni.cz/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/.well-known/security.txt HTTP/1.1  cs, en, sk skGET"
"ivdmr.fss.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","ivdmr.fss.muni.cz/.well-known/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/security.txt HTTP/1.1  cs, en, sk skGET"
"ivdmr.fss.muni.cz","https://csirt.muni.cz/  tel:+420549494242","csirt@muni.cz","ivdmr.fss.muni.cz/security.txt","","","","openpgp4fpr:E40F4E57BCE826A8FCF6AD0F6D25E8BBE3439FE2","/.well-known/security.txt HTTP/1.1  cs, en, sk skGET"
"law.muni.cz","","/.well-known/security.txt HTTP/1.1  webmaker@law.muni.cz webmaker@law.muni.czGET","law.muni.cz/security.txt","","","","",""
