host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"2degreesmobile.co.nz","","sec.notify@2degrees.nz","2degreesmobile.co.nz/.well-known/security.txt","","https://careers.2degreesmobile.co.nz/search","https://www.2degrees.nz/.well-known/security-policy.txt","https://www.2degrees.nz/.well-known/pgp-key-E24A7B33.txt",""
"antarcticanz.govt.nz","","clients@batch.nz","antarcticanz.govt.nz/security.txt","","","https://www.antarcticanz.govt.nz/security-policy","https://www.antarcticanz.govt.nz/pgp-key.txt",""
"antarcticscienceplatform.org.nz","","clients@batch.nz","antarcticscienceplatform.org.nz/security.txt","","","https://www.antarcticscienceplatform.org.nz/security-policy","https://www.antarcticscienceplatform.org.nz/pgp-key.txt",""
"baybus.co.nz","tel:+64-7-922-3390","security@boprc.govt.nz","baybus.co.nz/.well-known/security.txt","","","","","en"
"bioenergy.org.nz","","support@vcsnet.co.uk","bioenergy.org.nz/.well-known/security.txt","","","","","en"
"bizedge.co.nz","","info@techday.com","bizedge.co.nz/.well-known/security.txt","","","","","en"
"blog.sanctum.geek.nz","","tom@sanctum.geek.nz","blog.sanctum.geek.nz/security.txt","","","","https://sanctum.geek.nz/keys/pgp/tom@sanctum.geek.nz.asc","en"
"boprc.govt.nz","tel:+64-7-922-3390","security@boprc.govt.nz","boprc.govt.nz/.well-known/security.txt","","","","",""
"broadbandmap.nz","https://internetnz.nz/vulnerability-disclosure-policy","security@internetnz.net.nz","broadbandmap.nz/.well-known/security.txt","","","https://internetnz.nz/vulnerability-disclosure-policy","","en"
"cert.govt.nz","","disclosure@ops.cert.govt.nz","cert.govt.nz/.well-known/security.txt","","","https://www.cert.govt.nz/it-specialists/guides/reporting-a-vulnerability/cert-nz-coordinated-vulnerability-disclosure-policy/","https://pgp.mit.edu/pks/lookup?op=get&search=0x8EB8FFBDD973476E",""
"citylibrary.pncc.govt.nz","","mark+thefold@2050.nz","citylibrary.pncc.govt.nz/security.txt","","","https://citylibrary.pncc.govt.nz/security-policy","https://citylibrary.pncc.govt.nz/pgp-key.txt",""
"corrections.govt.nz","","IT_security@corrections.govt.nz","corrections.govt.nz/.well-known/security.txt","","","","https://pgp.mit.edu/pks/lookup?op=get&search=0xFBB6D075E4CC91FB",""
"education.govt.nz","","security.reports@education.govt.nz","education.govt.nz/security.txt","","","https://www.education.govt.nz/our-work/contact-us/responsible-disclosure-standards/","","en"
"educators.co.nz","","info@techday.com","educators.co.nz/security.txt","","","","","en"
"environment.govt.nz","https://environment.govt.nz/about-us/contact-us/","webmaster@mfe.govt.nz","environment.govt.nz/.well-known/security.txt","","","","","en"
"fishpond.co.nz","https://openbugbounty.org/bugbounty/KelvinLomberg/","","fishpond.co.nz/.well-known/security.txt","","","","",""
"gazette.education.govt.nz","","security.reports@education.govt.nz","gazette.education.govt.nz/security.txt","","","https://www.education.govt.nz/our-work/contact-us/responsible-disclosure-standards/","","en"
"gettyimages.co.nz","","security@gettyimages.com","gettyimages.co.nz/.well-known/security.txt","","","","",""
"google.co.nz","https://g.co/vulnz","security@google.com","google.co.nz/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"help.hatchinvest.nz","https://bugcrowd.com/intercom","security@intercom.com","help.hatchinvest.nz/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"hwr.co.nz","","admin@platocreative.co.nz","hwr.co.nz/security.txt","","","https://www.hwr.co.nz/security-policy","https://www.hwr.co.nz/pgp-key.txt",""
"internetnz.nz","https://internetnz.nz/vulnerability-disclosure-policy","security@internetnz.net.nz","internetnz.nz/.well-known/security.txt","","","https://internetnz.nz/vulnerability-disclosure-policy","","en"
"itbrief.co.nz","","info@techday.com","itbrief.co.nz/.well-known/security.txt","","","","","en"
"members.greens.org.nz","tel:+6448015102","security@greens.org.nz","members.greens.org.nz/.well-known/security.txt","","","","https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x03747eac603e57e63f48777f50e00e8b1012a1aa",""
"msd.govt.nz","","it_security@msd.govt.nz","msd.govt.nz/.well-known/security.txt","","","http://msd.govt.nz/about-msd-and-our-work/tools/responsible-disclosure-guidelines.html","https://pgp.mit.edu/pks/lookup?op=get&search=0x4FF711A8795E7887",""
"myrent.co.nz","","security@myrent.co.nz","myrent.co.nz/security.txt","","","","","en, ru"
"orcon.net.nz","","security@vocusgroup.co.nz","orcon.net.nz/.well-known/security.txt","","https://www.jumpship.co.nz/home","https://www.vocusgroup.co.nz/.well-known/security-policy.txt","https://www.vocusgroup.co.nz/.well-known/pgp-key-E24A7B33.txt",""
"parents.education.govt.nz","","security.reports@education.govt.nz","parents.education.govt.nz/security.txt","","","https://www.education.govt.nz/our-work/contact-us/responsible-disclosure-standards/","","en"
"sanctum.geek.nz","","tom@sanctum.geek.nz","sanctum.geek.nz/.well-known/security.txt","","","","https://sanctum.geek.nz/keys/pgp/tom@sanctum.geek.nz.asc","en"
"securitybrief.co.nz","","info@techday.com","securitybrief.co.nz/.well-known/security.txt","","","","","en"
"sharesies.nz","","security@sharesies.co.nz","sharesies.nz/security.txt","","","","",""
"shop.tewhanake.maori.nz","","support@stocktim.co.nz","shop.tewhanake.maori.nz/security.txt","","","https://shop.tewhanake.maori.nz/security-policy","https://shop.tewhanake.maori.nz/pgp-key.txt",""
"shopify.co.nz","https://www.shopify.com/security-response","security@shopify.com","shopify.co.nz/.well-known/security.txt","https://hackerone.com/shopify/thanks","https://www.shopify.com/careers","https://hackerone.com/shopify","https://www.shopify.com/shopify-security.pub",""
"slingshot.co.nz","","security@vocusgroup.co.nz","slingshot.co.nz/.well-known/security.txt","","https://www.jumpship.co.nz/home","https://www.vocusgroup.co.nz/.well-known/security-policy.txt","https://www.vocusgroup.co.nz/.well-known/pgp-key-E24A7B33.txt",""
"techday.co.nz","","info@techday.com","techday.co.nz/security.txt","","","","","en"
"tewhanake.maori.nz","","support@stocktim.co.nz","tewhanake.maori.nz/security.txt","","","https://tewhanake.maori.nz/security-policy","https://tewhanake.maori.nz/pgp-key.txt",""
"thearts.co.nz","","clients@batch.nz","thearts.co.nz/security.txt","","","https://www.thearts.co.nz/security-policy","https://www.thearts.co.nz/pgp-key.txt",""
"theta.co.nz","https://theta.co.nz/cyber","security@theta.co.nz","theta.co.nz/.well-known/security.txt","","https://apply.workable.com/theta-systems-ltd/","","https://theta.co.nz/.well-known/security@theta.co.nz.asc https://theta.co.nz/.well-known/security@theta.txt","en"
"trademe.co.nz","","sitesecurity@trademe.co.nz","trademe.co.nz/.well-known/security.txt","","","","http://keys.gnupg.net/pks/lookup?op=get&search=0xB27A5B8A08751AC7",""
"unicef.org.nz","","security@unicef.org.nz","unicef.org.nz/.well-known/security.txt","","https://www.unicef.org.nz/careers","","",""
"vocus.co.nz","","security@vocusgroup.co.nz","vocus.co.nz/.well-known/security.txt","","https://www.jumpship.co.nz/home","https://www.vocusgroup.co.nz/.well-known/security-policy.txt","https://www.vocusgroup.co.nz/.well-known/pgp-key-E24A7B33.txt",""
"waikato.ac.nz","","it-security@waikato.ac.nz","waikato.ac.nz/.well-known/security.txt","","","","https://pgp.mit.edu/pks/lookup?op=get&search=0xE80C442CF8495CCD",""
"workandincome.govt.nz","","it_security@msd.govt.nz","workandincome.govt.nz/.well-known/security.txt","","","","https://pgp.mit.edu/pks/lookup?op=get&search=0x4FF711A8795E7887",""
"yelp.co.nz","https://hackerone.com/yelp","","yelp.co.nz/.well-known/security.txt","","https://www.yelp.careers/us/en/c/engineering-jobs","https://hackerone.com/yelp?view_policy=true","",""
"zazzle.co.nz","security zazzle.com  address domain email on the","","zazzle.co.nz/.well-known/security.txt","https://www.zazzle.com/hackers.txt","https://www.zazzle.com/jobs","","",""
"zxsecurity.co.nz","","security@zxsecurity.co.nz","zxsecurity.co.nz/.well-known/security.txt","","https://zxsecurity.co.nz/about/careers/","https://zxsecurity.co.nz/disclosure/","https://zxsecurity.co.nz/pgp-key-security.txt","en"
