host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"bmw.lk","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.lk/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"chn.lk","","security@bitly.com","chn.lk/security.txt","","","","https://bitly.com/security_pgp.txt",""
"feels.pdn.ac.lk","https://moodle.org/security/report/","","feels.pdn.ac.lk/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"google.lk","https://g.co/vulnz","security@google.com","google.lk/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"homeaway.lk","","RespDisc@expedia.com","homeaway.lk/.well-known/security.txt","","https://lifeatexpedia.com/","https://www.expediagroup.com/about/privacy-data-handling-requirements/","",""
"kesara.lk","https://hackerone.com/automattic/reports/new","","kesara.lk/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"m.youtube.lk","https://g.co/vulnz","security@google.com","m.youtube.lk/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"townta.lk","","security@bitly.com","townta.lk/security.txt","","","","https://bitly.com/security_pgp.txt",""
"vle.seu.ac.lk","https://moodle.org/security/report/","","vle.seu.ac.lk/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"youtube.lk","https://g.co/vulnz","security@google.com","youtube.lk/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
