host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"canon.ge","","appsec@canon-europe.com","canon.ge/.well-known/security.txt","","","https://www.canon-europe.com/support/vulnerability-disclosure-policy/","","en"
"chn.ge","","security@bitly.com","chn.ge/security.txt","","","","https://bitly.com/security_pgp.txt",""
"e-learning.tsu.ge","https://moodle.org/security/report/","","e-learning.tsu.ge/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"google.ge","https://g.co/vulnz","security@google.com","google.ge/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"hin.ge","","security@bitly.com","hin.ge/security.txt","","","","https://bitly.com/security_pgp.txt",""
"invent.ge","","security@bitly.com","invent.ge/security.txt","","","","https://bitly.com/security_pgp.txt",""
"m.youtube.ge","https://g.co/vulnz","security@google.com","m.youtube.ge/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"oran.ge","","security@bitly.com","oran.ge/security.txt","","","","https://bitly.com/security_pgp.txt",""
"radiotavisupleba.ge","","abuse@rferl.org","radiotavisupleba.ge/.well-known/security.txt","","","https://www.rferl.org/.well-known/RFERL_Responsible_Disclosure_Policy.pdf","","cs en,"
"renew.ge","","security@bitly.com","renew.ge/security.txt","","","","https://bitly.com/security_pgp.txt",""
"yandex.com.ge","https://ya.cc/t/_rjVQfBG3gkSdX","security@yandex-team.ru","yandex.com.ge/.well-known/security.txt","","https://ya.cc/t/-P8oZkqi3gkT6y","https://ya.cc/t/1cSZixjB3gkSva","",""
"youtube.ge","https://g.co/vulnz","security@google.com","youtube.ge/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
