host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"alloy.ai","","security@alloy.ai","alloy.ai/.well-known/security.txt","","","https://alloy.ai/responsible-disclosure/","","en"
"app.kontent.ai","","security@kentico.com","app.kontent.ai/.well-known/security.txt","","","","https://app.kontent.ai/pgp-key.txt",""
"argo.ai","","ext-cyber@argo.ai","argo.ai/.well-known/security.txt","","https://www.argo.ai/join-us/","","","en"
"buy.aia.ag","","security@bitly.com","buy.aia.ag/security.txt","","","","https://bitly.com/security_pgp.txt",""
"cresta.ai","","security@cresta.com","cresta.ai/.well-known/security.txt","","","https://cresta.com/trust","(fingerprint: --keyserver --recv-keys PGP Please You any can command: communication encrypt following gpg key our pgp.mit.edu retrieve security@cresta.com. the to use using with 111859244CDF5809CBD47702A0F372C49C8F56DE  111859244CDF5809CBD47702A0F372C49C8F56DE)","en, es, fr"
"dl.aia.ag","","security@bitly.com","dl.aia.ag/security.txt","","","","https://bitly.com/security_pgp.txt",""
"floatbot.ai","https://floatbot.ai/contact","Bugbounty@floatbot.ai","floatbot.ai/.well-known/security.txt","","https://floatbot.ai/careers","https://floatbot.ai/privacy-policy","",""
"google.com.ai","https://g.co/vulnz","security@google.com","google.com.ai/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"hash.ai","","security@hash.ai","hash.ai/security.txt","","https://hash.ai/careers","https://hash.ai/security","","en"
"help.simonsays.ai","https://bugcrowd.com/intercom","security@intercom.com","help.simonsays.ai/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"kb.copysmith.ai","https://bugcrowd.com/intercom","security@intercom.com","kb.copysmith.ai/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"kontent.ai","","security@kentico.com","kontent.ai/.well-known/security.txt","","","","https://app.kontent.ai/pgp-key.txt",""
"krisp.ai","https://hackerone.com/krisp","","krisp.ai/.well-known/security.txt","","","https://krisp.ai/security/","","en"
"purple.ai","","security@purplewifi.com","purple.ai/.well-known/security.txt","","https://purple.ai/careers/","https://purple.ai/responsible-disclosure/","","en"
"scale.ai","","security@scale.com","scale.ai/security.txt","","","https://scale.com/legal/security","",""
"securiti.ai","","security@securiti.ai","securiti.ai/security.txt","","","https://securiti.ai/security/","","en-us"
