host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"alaazorkane.me","","alaazorkane@gmail.com","alaazorkane.me/security.txt","","","","","ar en, fr,"
"alfafarmers.memberperks.us","https://support.abenity.com/support/tickets/new","","alfafarmers.memberperks.us/.well-known/security.txt","","","https://abenity.com/terms/privacy","https://abenity.com/pgp-key.txt","en"
"asistenta.mero.ro","https://bugcrowd.com/intercom","security@intercom.com","asistenta.mero.ro/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"ayesh.me","https://aye.sh/contact","","ayesh.me/.well-known/security.txt","","","","https://aye.sh/.well-known/keys/gpg-ed25519-2CA18B2097A7429A.txt https://aye.sh/.well-known/keys/gpg-rsa4096-67CE3F1AB15C021E.txt","de en, id, si,"
"besttravelphotos.me","https://hackerone.com/automattic/reports/new","","besttravelphotos.me/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"binance.me","","security@binance.com","binance.me/.well-known/security.txt","","https://www.binance.com/Careers.html","https://bugcrowd.com/binance","",""
"blog.marcon.me","https://hackerone.com/automattic/reports/new","","blog.marcon.me/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"blog.ryotak.me","https://twitter.com/ryotkak","ryotak.me security ＠","blog.ryotak.me/.well-known/security.txt","","","","","en, ja"
"brandonlin.me","https://keybase.io/blin00","","brandonlin.me/.well-known/security.txt","","","","https://keybase.io/blin00/pgp_keys.asc?fingerprint=09257d7d4240e76d312e293b352d50b10b90b1dd",""
"brandonlin.me","https://keybase.io/blin00","","brandonlin.me/security.txt","","","","https://keybase.io/blin00/pgp_keys.asc?fingerprint=09257d7d4240e76d312e293b352d50b10b90b1dd",""
"byjp.me","","security@bitly.com","byjp.me/security.txt","","","","https://bitly.com/security_pgp.txt",""
"codewithdan.me","","security@bitly.com","codewithdan.me/security.txt","","","","https://bitly.com/security_pgp.txt",""
"erikw.me","","erik.westrup@gmail.com","erikw.me/.well-known/security.txt","","","","https://erikw.me/assets/erikw.asc",""
"eshop.kompostuj.me","","security@shoptet.cz","eshop.kompostuj.me/.well-known/security.txt","","https://kariera.shoptet.cz/","","","cs en,"
"eshop.kompostuj.me","","security@shoptet.cz","eshop.kompostuj.me/security.txt","","https://kariera.shoptet.cz/","","","cs en,"
"etsy.me","","security@bitly.com","etsy.me/security.txt","","","","https://bitly.com/security_pgp.txt",""
"fastchat.me","","security@smf.kz","fastchat.me/.well-known/security.txt","","","","",""
"form.jotform.me","https://www.jotform.com/bug-bounty/","","form.jotform.me/.well-known/security.txt","","https://www.jotform.com/jobs/","https://www.jotform.com/bug-bounty/#rule-and-guidelines","","en"
"go.mediabox.lv","","security@bitly.com","go.mediabox.lv/security.txt","","","","https://bitly.com/security_pgp.txt",""
"goodsam.memberperks.us","https://support.abenity.com/support/tickets/new","","goodsam.memberperks.us/.well-known/security.txt","","","https://abenity.com/terms/privacy","https://abenity.com/pgp-key.txt","en"
"google.me","https://g.co/vulnz","security@google.com","google.me/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"hardill.me.uk","","security@hardill.me.uk","hardill.me.uk/.well-known/security.txt","","","","https://www.hardill.me.uk/secuity.pgp.txt","en"
"help.tango.me","https://bugcrowd.com/intercom","security@intercom.com","help.tango.me/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"hsinghhira.me","https://hackerone.com/automattic/reports/new","","hsinghhira.me/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"instanceof.me","https://hackerone.com/automattic/reports/new","","instanceof.me/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"ivoanjo.me","","knuckles@gmail.com","ivoanjo.me/.well-known/security.txt","","","","",""
"jfhr.me","","me@jfhr.de","jfhr.me/.well-known/security.txt","","","","https://jfhr.de/pgp-key.asc","de  en,"
"jillroyer.me","","fi@jillroyer.me site@lafranceinsoumise.fr","jillroyer.me/.well-known/security.txt","","","","","en  fr,"
"jotform.me","https://www.jotform.com/bug-bounty/","","jotform.me/.well-known/security.txt","","https://www.jotform.com/jobs/","https://www.jotform.com/bug-bounty/#rule-and-guidelines","","en"
"jpapa.me","","security@bitly.com","jpapa.me/security.txt","","","","https://bitly.com/security_pgp.txt",""
"jvt.me","","security@jamietanna.co.uk","jvt.me/.well-known/security.txt","","","","",""
"kaiser.me","","nico@kaiser.me","kaiser.me/.well-known/security.txt","","","","https://kaiser.me/.well-known/pgp-key.txt",""
"kik.me","","mario@quasimondo.com","kik.me/security.txt","","","","",""
"lascondes.mediclic.cl","","seguridad@mediclic.cl","lascondes.mediclic.cl/.well-known/security.txt","","","","","en, es"
"line.me","https://bugbounty.linecorp.com/en/apply/","","line.me/.well-known/security.txt","","https://linecorp.com/ja/career/position/498","https://bugbounty.linecorp.com/en/terms_of_use/","",""
