host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"andaluciajunta.es","http://andaluciacert.juntadeandalucia.es","atencion.cert@juntadeandalucia.es","andaluciajunta.es/.well-known/security.txt","","","","",""
"andaluciajunta.es","http://andaluciacert.juntadeandalucia.es","atencion.cert@juntadeandalucia.es","andaluciajunta.es/security.txt","","","","",""
"andaluciajunta.es","http://andaluciacert.juntadeandalucia.es","atencion.cert@juntadeandalucia.es","andaluciajunta.es/.well-known/security.txt","","","","",""
"arsys.es","","security@arsys.es","arsys.es/.well-known/security.txt","","https://www.arsys.es/quienes-somos/trabajo","https://www.arsys.es/it-security","https://keys.openpgp.org/search?q=security%40arsys.es","en, es"
"arsys.es","","security@arsys.es","arsys.es/.well-known/security.txt","","https://www.arsys.es/quienes-somos/trabajo","https://www.arsys.es/it-security","https://keys.openpgp.org/search?q=security%40arsys.es","en, es"
"aulari.esmuc.cat","https://moodle.org/security/report/","","aulari.esmuc.cat/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"b-gat.es","","security@bitly.com","b-gat.es/security.txt","","","","https://bitly.com/security_pgp.txt",""
"b-gat.es","","security@bitly.com","b-gat.es/security.txt","","","","https://bitly.com/security_pgp.txt",""
"bauhaus.es","","security.txt@bahag.com","bauhaus.es/.well-known/security.txt","","","","","de, en"
"bauhaus.es","","security.txt@bahag.com","bauhaus.es/.well-known/security.txt","","","","","de, en"
"becas.cabildofuer.es","","hello@pixinvent.com","becas.cabildofuer.es/.well-known/security.txt","","","","",""
"becas.cabildofuer.es","","hello@pixinvent.com","becas.cabildofuer.es/security.txt","","","","",""
"becas.cabildofuer.es","","hello@pixinvent.com","becas.cabildofuer.es/.well-known/security.txt","","","","",""
"betfair.es","https://hackerone.com/flutteruki","","betfair.es/.well-known/security.txt","","https://apply.betfairromania.ro/vacancy/find/results/  https://apply.blip.pt/jobs/vacancy/find/results/ https://apply.paddypowerbetfair.jobs/betfair/vacancy/find/results/ https://apply.workwithpaddy.com/wwp/vacancy/find/results/","https://hackerone.com/flutteruki","","en"
"betfair.es","https://hackerone.com/flutteruki","","betfair.es/.well-known/security.txt","","https://apply.betfairromania.ro/vacancy/find/results/  https://apply.blip.pt/jobs/vacancy/find/results/ https://apply.paddypowerbetfair.jobs/betfair/vacancy/find/results/ https://apply.workwithpaddy.com/wwp/vacancy/find/results/","https://hackerone.com/flutteruki","","en"
"blog.hubspot.es","","security-notifications@hubspot.com","blog.hubspot.es/.well-known/security.txt","https://bugcrowd.com/hubspot/hall-of-fame","https://www.hubspot.com/careers/jobs?q=security","https://bugcrowd.com/hubspot","https://keys.openpgp.org/vks/v1/by-fingerprint/E371B45F4D5F85C23988C329EF61CA0FB48DFC4E","en"
"blog.hubspot.es","","security-notifications@hubspot.com","blog.hubspot.es/.well-known/security.txt","https://bugcrowd.com/hubspot/hall-of-fame","https://www.hubspot.com/careers/jobs?q=security","https://bugcrowd.com/hubspot","https://keys.openpgp.org/vks/v1/by-fingerprint/E371B45F4D5F85C23988C329EF61CA0FB48DFC4E","en"
"bmw.es","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.es/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.es","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.es/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/.well-known/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.es","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.es/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"canon.es","","Product-Security@canon-europe.com","canon.es/.well-known/security.txt","","","https://www.canon-europe.com/support/vulnerability-disclosure-policy/","","en"
"canon.es","","appsec@canon-europe.com","canon.es/.well-known/security.txt","","","https://www.canon-europe.com/support/vulnerability-disclosure-policy/","","en"
"cursos.seguridaddelpaciente.es","https://moodle.org/security/report/","","cursos.seguridaddelpaciente.es/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"cursos.seguridaddelpaciente.es","https://moodle.org/security/report/","","cursos.seguridaddelpaciente.es/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"dandevri.es","","hi@dandevri.es","dandevri.es/security.txt","https://github.com/systemdes/personal-website/releases","","","","en, nl"
"dandevri.es","","hi@dandevri.es","dandevri.es/security.txt","https://github.com/systemdes/personal-website/releases","","","","en, nl"
"datos.madrid.es","","security@madrid.es","datos.madrid.es/.well-known/security.txt","","","","https://www.madrid.es/.well-known/pgp-key.txt","en, es"
"datos.madrid.es","","security@madrid.es","datos.madrid.es/.well-known/security.txt","","","","https://www.madrid.es/.well-known/pgp-key.txt","en, es"
"decathlon.es","","security@decathlon.com","decathlon.es/.well-known/security.txt","","https://recrutement.decathlon.fr/","","","en-fr"
"decathlon.es","","security@decathlon.com","decathlon.es/.well-known/security.txt","","https://recrutement.decathlon.fr/","","","en-fr"
"demanda.ree.es","","security@redeia.com","demanda.ree.es/.well-known/security.txt","","","","","en es,"
"doctoralia.es","","bugreporting@docplanner.com","doctoralia.es/.well-known/security.txt","","","","",""
"doctoralia.es","","bugreporting@docplanner.com","doctoralia.es/.well-known/security.txt","","","","",""
"dyl.anjon.es","","dyl@anjon.es","dyl.anjon.es/security.txt","","","","","en"
"dyl.anjon.es","","dyl@anjon.es","dyl.anjon.es/security.txt","","","","","en"
"emptystat.es","https://hackerone.com/automattic/reports/new","","emptystat.es/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"flashscore.es","","security-txt-chmmfs@livesport.eu","flashscore.es/security.txt","","","","","en"
"flashscore.es","","security-txt-sdflja@livesport.eu","flashscore.es/security.txt","","","","","en"
"flashscore.es","","security-txt-Vt7m3c@livesport.eu","flashscore.es/security.txt","","","","","en"
"fotos.habitissimo.es","","","fotos.habitissimo.es/security.txt","","","","",""
"fotos.habitissimo.es","","","fotos.habitissimo.es/security.txt","","","","",""
"gettyimages.es","","security@gettyimages.com","gettyimages.es/.well-known/security.txt","","","","",""
"gettyimages.es","","security@gettyimages.com","gettyimages.es/security.txt","","","","",""
"gettyimages.es","","security@gettyimages.com","gettyimages.es/.well-known/security.txt","","","","",""
"getyourguide.es","https://www.getyourguide.com/security","","getyourguide.es/.well-known/security.txt","","https://careers.getyourguide.com/","https://www.getyourguide.com/security","",""
"getyourguide.es","https://www.getyourguide.com/security","","getyourguide.es/security.txt","","https://careers.getyourguide.com/","https://www.getyourguide.com/security","",""
"getyourguide.es","https://www.getyourguide.com/security","","getyourguide.es/.well-known/security.txt","","https://careers.getyourguide.com/","https://www.getyourguide.com/security","",""
"google.es","https://g.co/vulnz","security@google.com","google.es/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"google.es","https://g.co/vulnz","security@google.com","google.es/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"habitissimo.es","","","habitissimo.es/security.txt","","","","",""
"habitissimo.es","","","habitissimo.es/security.txt","","","","",""
