host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"accntu.re","","security@bitly.com","accntu.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"avale.re","","security@bitly.com","avale.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"bin.re","","security@bin.re","bin.re/.well-known/security.txt","","","","https://keybase.io/baderj/pgp_keys.asc?fingerprint=2cf7a0fc9bd70ed9f3a46999b9e39c09ead3914f https://www.globaltrustpoint.com/get?email=hello@johannesbader.ch","de en,"
"bravou.re","","security@bitly.com","bravou.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"cfl.re","","security@bitly.com","cfl.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"cutter.re","","security@cutter.re","cutter.re/.well-known/security.txt","","","","","de, en, fr, he hi, ru,"
"elixi.re","https://gitlab.com/elixire/elixire https://gitlab.com/elixire/frontend","elixiresecurity@ave.zone security@elixi.re","elixi.re/.well-known/security.txt","https://wf.lavatech.top/lavatech-hall-of-fame/","","","https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x1FFCCBE8858AD07D34C2C434398DD7BD03276F6D","en, pt, tr"
"hotw.re","","security@bitly.com","hotw.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"indeedhi.re","","security@bitly.com","indeedhi.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"luand.re","","security@bitly.com","luand.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"nmrk.re","","security@bitly.com","nmrk.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"noosphe.re","https://hackerone.com/automattic/reports/new","","noosphe.re/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"rizin.re","","security@rizin.re","rizin.re/.well-known/security.txt","","","https://github.com/rizinorg/rizin/security/policy","","de, en, fr, he hi, it, ru,"
"s.emp.re","","security@bitly.com","s.emp.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"shorefi.re","","security@bitly.com","shorefi.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"shu.re","","security@bitly.com","shu.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"siteco.re","","security@bitly.com","siteco.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"slidesha.re","","security@bitly.com","slidesha.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"squ.re","","security@bitly.com","squ.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"thesco.re","","security@bitly.com","thesco.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"tinyco.re","","security@bitly.com","tinyco.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"trade.re","","security@bitly.com","trade.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"vult.re","","security@bitly.com","vult.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
"vutu.re","https://vutu.re/trust-hub/report-a-vulnerability/","vuture@submit.bugcrowd.com","vutu.re/.well-known/security.txt","","","https://vutu.re/disclosure/","","en-US"
"zlw.re","","security@bitly.com","zlw.re/security.txt","","","","https://bitly.com/security_pgp.txt",""
