host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"112.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","112.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"adem.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","adem.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"adem.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","adem.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"agriculture.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","agriculture.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"amenagement-territoire.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","amenagement-territoire.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"avc.lu","","security@bitly.com","avc.lu/security.txt","","","","https://bitly.com/security_pgp.txt",""
"blog.lumi.do","https://hackerone.com/automattic/reports/new","","blog.lumi.do/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"bnl.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","bnl.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"bnl.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","bnl.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cae.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cae.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"ccdh.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","ccdh.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"ccss.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","ccss.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"ccss.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","ccss.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"ce.etat.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","ce.etat.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cedies.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cedies.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"ces.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","ces.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"circl.lu","","info@circl.lu","circl.lu/.well-known/security.txt","","","https://www.circl.lu/pub/responsible-vulnerability-disclosure/","https://openpgp.circl.lu/pks/lookup?op=get&search=0xeaadcffc22bd4cd5",""
"cna.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cna.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cne.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cne.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cnl.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cnl.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cnpd.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cnpd.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cnpd.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cnpd.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cns.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cns.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"cns.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","cns.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"concurrence.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","concurrence.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"conseil-etat.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","conseil-etat.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"coronavirus.gouvernement.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","coronavirus.gouvernement.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"covid19.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","covid19.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"dat.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","dat.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"douanes.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","douanes.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"elections.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","elections.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"eluxembourg.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","eluxembourg.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"emwelt.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","emwelt.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"environnement.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","environnement.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"etat.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","etat.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"europaforum.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","europaforum.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"fonction-publique.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","fonction-publique.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"fonds-europeens.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","fonds-europeens.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"gcore.lu","","bugbounty@gcorelabs.com","gcore.lu/.well-known/security.txt","","https://gcorelabs.com/careers/","https://gcorelabs.com/bug-bounty-program/","","en"
"google.lu","https://g.co/vulnz","security@google.com","google.lu/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"guichet.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","guichet.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"hornbach.lu","","infosec@hornbach.com","hornbach.lu/.well-known/security.txt","","","","","de, en"
"impotsdirects.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","impotsdirects.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"itm.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","itm.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
"justice.public.lu","https://www.govcert.lu/online_form","ctie@protonmail.com security@ctie.etat.lu soc@govcert.etat.lu","justice.public.lu/.well-known/security.txt","","","","https://security.public.lu/.well-known/publickey.txt",""
