host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"appsalud.minsa.gob.pe","","security@minsa.gob.pe","appsalud.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"atrapalo.pe","https://keybase.io/atrapalo","security@atrapalo.com","atrapalo.pe/.well-known/security.txt","","","","https://keybase.io/atrapalo/key.asc","en es,"
"atrapalo.pe","https://keybase.io/atrapalo","security@atrapalo.com","atrapalo.pe/security.txt","","","","https://keybase.io/atrapalo/key.asc","en es,"
"besta.pe","https://hackerone.com/automattic/reports/new","","besta.pe/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"blog.gilosco.pe","https://hackerone.com/automattic/reports/new","","blog.gilosco.pe/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"bmw.com.pe","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.com.pe/.well-known/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bmw.com.pe","https://hackerone.com/bmwgroup/ https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","cert@bmw.de","bmw.com.pe/security.txt","https://hackerone.com/bmwgroup/thanks https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","","/.well-known/security.txt HTTP/1.1  https://hackerone.com/bmwgroup?type=team&view_policy=true https://hackerone.com/bmwgroup?type=team&view_policy=trueGET https://www.bmwgroup.com/de/general/Security.html https://www.bmwgroup.com/en/general/Security.html","https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/general/security/cert.txt","en,de"
"bvs.minsa.gob.pe","","security@minsa.gob.pe","bvs.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"cecil.pe","https://hackerone.com/automattic/reports/new","","cecil.pe/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"cepre.uni.edu.pe","https://moodle.org/security/report/","","cepre.uni.edu.pe/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"certificadooncologico.minsa.gob.pe","","security@minsa.gob.pe","certificadooncologico.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"cloud.minsa.gob.pe","","security@minsa.gob.pe","cloud.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"covid19.minsa.gob.pe","","security@minsa.gob.pe","covid19.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"defensa.pe","","security_issues@internetbrands.com","defensa.pe/.well-known/security.txt","","","","","en"
"djsaludviajero.minsa.gob.pe","","security@minsa.gob.pe","djsaludviajero.minsa.gob.pe/.well-known/security.txt","","","","","en, es"
"doctoralia.pe","","bugreporting@docplanner.com","doctoralia.pe/.well-known/security.txt","","","","",""
"downdetector.pe","","security@downdetector.com security@ookla.com","downdetector.pe/.well-known/security.txt","","https://www.ookla.com/about/careers","","","en"
"edestinos.com.pe","","security@esky.com","edestinos.com.pe/.well-known/security.txt","","https://it.esky.pl/dolacz-do-nas/","","https://www.esky.com/.well-known/publickey.txt","en, pl"
